PitchNo,Date,PAofInning,PitchofPA,Pitcher,PitcherThrows,Batter,BatterSide,Outs,Balls,Strikes,TaggedPitchType,PitchCall,PlayResult,TaggedHitType,RelSpeed,Runner
2,2026/2/18,1,2,山田翔,Left,"Tokumaru, Kaisei",Left,0,0,1,Slider,BallCalled,,,117,
3,2026/2/18,1,3,山田翔,Left,"Tokumaru, Kaisei",Left,0,1,1,Fastball,StrikeCalled,,,131,
4,2026/2/18,1,4,山田翔,Left,"Tokumaru, Kaisei",Left,0,1,2,Fastball,BallCalled,,,134,
5,2026/2/18,1,5,山田翔,Left,"Tokumaru, Kaisei",Left,0,2,2,Fastball,FoulBallFieldable,,,130,
6,2026/2/18,1,6,山田翔,Left,"Tokumaru, Kaisei",Left,0,2,2,Slider,FoulBallFieldable,,,116,
7,2026/2/18,1,7,山田翔,Left,"Tokumaru, Kaisei",Left,0,2,2,Fastball,InPlay,Double,LineDrive,135,
8,2026/2/18,2,1,山田翔,Left,"Yamane, Juntaro",Right,0,0,0,Fastball,InPlay,Sacrifice,,126,1
9,2026/2/18,3,1,山田翔,Left,"Okanishi, Yuya",Left,1,0,0,Slider,BallCalled,,,116,
10,2026/2/18,3,2,山田翔,Left,"Okanishi, Yuya",Left,1,1,0,Fastball,BallCalled,,,131,
11,2026/2/18,3,3,山田翔,Left,"Okanishi, Yuya",Left,1,2,0,Fastball,InPlay,Single,GroundBall,128,
12,2026/2/18,4,1,山田翔,Left,"Terao, Kensei",Right,1,0,0,Slider,StrikeCalled,,,118,1
13,2026/2/18,4,2,山田翔,Left,"Terao, Kensei",Right,1,0,1,Fastball,BallCalled,,,131,1
14,2026/2/18,4,3,山田翔,Left,"Terao, Kensei",Right,1,1,1,Slider,FoulBallFieldable,,,117,1
15,2026/2/18,4,4,山田翔,Left,"Terao, Kensei",Right,1,1,2,Fastball,BallCalled,,,130,1
16,2026/2/18,4,5,山田翔,Left,"Terao, Kensei",Right,1,2,2,Fastball,BallCalled,,,132,1
17,2026/2/18,4,6,山田翔,Left,"Terao, Kensei",Right,1,3,2,Fastball,FoulBallFieldable,,,131,1
18,2026/2/18,4,7,山田翔,Left,"Terao, Kensei",Right,1,3,2,Slider,FoulBallFieldable,,,118,1
19,2026/2/18,4,8,山田翔,Left,"Terao, Kensei",Right,1,3,2,Fastball,InPlay,Single,GroundBall,130,1
20,2026/2/18,5,1,山田翔,Left,"Takahashi, Hiroto",Right,1,0,0,Curveball,BallCalled,,,105,1
21,2026/2/18,5,2,山田翔,Left,"Takahashi, Hiroto",Right,1,1,0,Fastball,BallCalled,,,127,1
22,2026/2/18,5,3,山田翔,Left,"Takahashi, Hiroto",Right,1,2,0,Fastball,BallCalled,,,127,1
23,2026/2/18,5,4,山田翔,Left,"Takahashi, Hiroto",Right,1,3,0,Slider,StrikeCalled,,,114,1
24,2026/2/18,5,5,山田翔,Left,"Takahashi, Hiroto",Right,1,3,1,Slider,BallCalled,Undefined,,116,1
25,2026/2/18,6,1,山田翔,Left,"Ogata, Mikito",Left,1,0,0,Curveball,StrikeCalled,,,103,
26,2026/2/18,6,2,山田翔,Left,"Ogata, Mikito",Left,1,0,1,Slider,StrikeCalled,,,113,
27,2026/2/18,6,3,山田翔,Left,"Ogata, Mikito",Left,1,0,2,Fastball,FoulBallFieldable,,,130,
28,2026/2/18,6,4,山田翔,Left,"Ogata, Mikito",Left,1,0,2,Slider,FoulBallFieldable,,,115,
29,2026/2/18,6,5,山田翔,Left,"Ogata, Mikito",Left,1,0,2,Fastball,InPlay,Error,LineDrive,132,
30,2026/2/18,7,1,山田翔,Left,"Kaneko, Daichi",Right,1,0,0,Slider,FoulBallFieldable,,,115,
31,2026/2/18,7,2,山田翔,Left,"Kaneko, Daichi",Right,1,0,1,Curveball,BallCalled,,,104,
32,2026/2/18,7,3,山田翔,Left,"Kaneko, Daichi",Right,1,1,1,Fastball,BallCalled,,,131,
33,2026/2/18,7,4,山田翔,Left,"Kaneko, Daichi",Right,1,2,1,Fastball,InPlay,Single,LineDrive,128,
34,2026/2/18,8,1,山田翔,Left,"Ouchi, Aoma",Left,1,0,0,Fastball,StrikeCalled,,,131,
35,2026/2/18,8,2,山田翔,Left,"Ouchi, Aoma",Left,1,0,1,Fastball,BallCalled,,,130,
36,2026/2/18,8,3,山田翔,Left,"Ouchi, Aoma",Left,1,1,1,Slider,StrikeSwinging,,,115,
37,2026/2/18,8,4,山田翔,Left,"Ouchi, Aoma",Left,1,1,2,Fastball,FoulBallFieldable,,,133,
38,2026/2/18,8,5,山田翔,Left,"Ouchi, Aoma",Left,1,1,2,Slider,BallCalled,,,119,
39,2026/2/18,8,6,山田翔,Left,"Ouchi, Aoma",Left,1,2,2,Fastball,FoulBallFieldable,,,131,
40,2026/2/18,8,7,山田翔,Left,"Ouchi, Aoma",Left,1,2,2,Fastball,BallCalled,,,129,
41,2026/2/18,8,8,山田翔,Left,"Ouchi, Aoma",Left,1,3,2,Fastball,InPlay,Out,GroundBall,127,
42,2026/2/18,9,1,山田翔,Left,"Kurosu, Shintaro",Left,2,0,0,Curveball,BallCalled,,,105,
43,2026/2/18,9,2,山田翔,Left,"Kurosu, Shintaro",Left,2,1,0,Fastball,BallCalled,,,127,
44,2026/2/18,9,3,山田翔,Left,"Kurosu, Shintaro",Left,2,2,0,Fastball,BallCalled,,,129,
45,2026/2/18,9,4,山田翔,Left,"Kurosu, Shintaro",Left,2,3,0,Fastball,BallCalled,Undefined,,127,
46,2026/2/18,1,1,山田翔,Left,"Hosotani, Shunsuke",Left,2,0,0,Slider,BallCalled,,,114,1
47,2026/2/18,1,2,山田翔,Left,"Hosotani, Shunsuke",Left,2,1,0,Fastball,BallCalled,,,129,1
48,2026/2/18,1,3,山田翔,Left,"Hosotani, Shunsuke",Left,2,2,0,Fastball,InPlay,Single,GroundBall,127,1
49,2026/2/18,2,1,山田翔,Left,"Yamane, Juntaro",Right,2,0,0,Fastball,StrikeCalled,,,128,1
50,2026/2/18,2,2,山田翔,Left,"Yamane, Juntaro",Right,2,0,1,Slider,BallCalled,,,117,1
51,2026/2/18,2,3,山田翔,Left,"Yamane, Juntaro",Right,2,1,1,Fastball,InPlay,Out,GroundBall,129,1
52,2026/2/18,1,1,山田翔,Left,"Takahashi, Hiroto",Right,0,0,0,Slider,InPlay,Out,FlyBall,114,
53,2026/2/18,2,1,山田翔,Left,"Kurosu, Shintaro",Left,1,0,0,Slider,StrikeCalled,,,115,1
54,2026/2/18,2,2,山田翔,Left,"Kurosu, Shintaro",Left,1,0,1,Slider,StrikeSwinging,,,112,1
55,2026/2/18,2,3,山田翔,Left,"Kurosu, Shintaro",Left,1,0,2,Slider,FoulBallFieldable,,,118,1
56,2026/2/18,2,4,山田翔,Left,"Kurosu, Shintaro",Left,1,0,2,Curveball,BallCalled,,,106,
57,2026/2/18,2,5,山田翔,Left,"Kurosu, Shintaro",Left,1,1,2,Fastball,FoulBallFieldable,,,131,
58,2026/2/18,2,6,山田翔,Left,"Kurosu, Shintaro",Left,1,1,2,Fastball,BallCalled,,,132,
59,2026/2/18,2,7,山田翔,Left,"Kurosu, Shintaro",Left,1,2,2,Slider,BallCalled,,,113,
60,2026/2/18,2,8,山田翔,Left,"Kurosu, Shintaro",Left,1,3,2,Fastball,FoulBallFieldable,,,130,
61,2026/2/18,2,9,山田翔,Left,"Kurosu, Shintaro",Left,1,3,2,Fastball,BallCalled,Undefined,,130,
62,2026/2/18,3,10,山田翔,Left,"Kurosu, Shintaro",Left,1,0,0,Fastball,InPlay,Out,GroundBall,129,
1,2026/2/18,1,1,中村心,Left,"Nakamura, Shunei",Left,0,0,0,Fastball,BallCalled,,,137,
2,2026/2/18,1,2,中村心,Left,"Nakamura, Shunei",Left,0,1,0,Cutter,BallCalled,,,130,
3,2026/2/18,1,3,中村心,Left,"Nakamura, Shunei",Left,0,2,0,Cutter,FoulBallFieldable,,,129,
4,2026/2/18,1,4,中村心,Left,"Nakamura, Shunei",Left,0,2,1,Cutter,StrikeSwinging,,,131,
5,2026/2/18,1,5,中村心,Left,"Nakamura, Shunei",Left,0,2,2,Cutter,StrikeSwinging,Strikeout,,135,
6,2026/2/18,2,1,中村心,Left,"Izakura, Yuto",Left,1,0,0,Cutter,BallCalled,,,131,
7,2026/2/18,2,2,中村心,Left,"Izakura, Yuto",Left,1,1,0,Fastball,BallCalled,,,136,
8,2026/2/18,2,3,中村心,Left,"Izakura, Yuto",Left,1,2,0,Cutter,StrikeCalled,,,130,
9,2026/2/18,2,4,中村心,Left,"Izakura, Yuto",Left,1,2,1,Cutter,InPlay,Out,FlyBall,131,
10,2026/2/18,3,1,中村心,Left,"Yuasa, Ousuke",Right,2,0,0,Fastball,BallCalled,,,135,
11,2026/2/18,3,2,中村心,Left,"Yuasa, Ousuke",Right,2,1,0,Fastball,BallCalled,,,138,
12,2026/2/18,3,3,中村心,Left,"Yuasa, Ousuke",Right,2,2,0,Cutter,BallCalled,,,131,
13,2026/2/18,3,4,中村心,Left,"Yuasa, Ousuke",Right,2,3,0,Cutter,StrikeCalled,,,132,
14,2026/2/18,3,5,中村心,Left,"Yuasa, Ousuke",Right,2,3,1,Cutter,StrikeCalled,,,131,
15,2026/2/18,3,6,中村心,Left,"Yuasa, Ousuke",Right,2,3,2,Fastball,BallCalled,Undefined,,139,
16,2026/2/18,4,1,中村心,Left,"Fukumoto, Seiya",Left,2,0,0,Cutter,StrikeCalled,,,130,1
17,2026/2/18,4,2,中村心,Left,"Fukumoto, Seiya",Left,2,0,1,Cutter,BallCalled,,,131,1
18,2026/2/18,4,3,中村心,Left,"Fukumoto, Seiya",Left,2,1,1,Cutter,BallCalled,,,131,1
19,2026/2/18,4,4,中村心,Left,"Fukumoto, Seiya",Left,2,2,1,Cutter,BallCalled,,,132,1
20,2026/2/18,4,5,中村心,Left,"Fukumoto, Seiya",Left,2,3,1,Cutter,BallCalled,Undefined,,131,1
21,2026/2/18,5,1,中村心,Left,"Sato, Kanya",Left,2,0,0,Fastball,StrikeCalled,,,132,1
22,2026/2/18,5,2,中村心,Left,"Sato, Kanya",Left,2,0,1,Fastball,BallCalled,,,137,1
23,2026/2/18,5,3,中村心,Left,"Sato, Kanya",Left,2,1,1,Splitter,StrikeCalled,,,130,1
24,2026/2/18,5,4,中村心,Left,"Sato, Kanya",Left,2,1,2,Fastball,BallCalled,,,139,1
25,2026/2/18,5,5,中村心,Left,"Sato, Kanya",Left,2,2,2,Cutter,InPlay,Out,FlyBall,132,1
26,2026/2/18,1,1,中村心,Left,"Hosotani, Shunsuke",Left,0,0,0,Fastball,BallCalled,,,136,1
27,2026/2/18,1,2,中村心,Left,"Hosotani, Shunsuke",Left,0,1,0,Cutter,BallCalled,,,132,1
28,2026/2/18,1,3,中村心,Left,"Hosotani, Shunsuke",Left,0,2,0,Cutter,BallCalled,,,129,1
29,2026/2/18,1,4,中村心,Left,"Hosotani, Shunsuke",Left,0,3,0,Fastball,BallCalled,Undefined,,134,1
30,2026/2/18,2,1,中村心,Left,"Sakaguchi, Yuta",Right,0,0,0,Fastball,BallCalled,,,136,1
31,2026/2/18,2,2,中村心,Left,"Sakaguchi, Yuta",Right,0,1,0,Cutter,FoulBallFieldable,,,130,1
32,2026/2/18,2,3,中村心,Left,"Sakaguchi, Yuta",Right,0,1,1,Cutter,InPlay,Sacrifice,,128,1
33,2026/2/18,3,1,中村心,Left,"Iwasaki, Ryo",Right,1,0,0,Fastball,BallCalled,,,134,1
34,2026/2/18,3,2,中村心,Left,"Iwasaki, Ryo",Right,1,1,0,Cutter,StrikeCalled,,,130,1
35,2026/2/18,3,3,中村心,Left,"Iwasaki, Ryo",Right,1,1,1,Cutter,BallCalled,,,125,1
36,2026/2/18,3,4,中村心,Left,"Iwasaki, Ryo",Right,1,2,1,Cutter,FoulBallFieldable,,,131,1
37,2026/2/18,3,5,中村心,Left,"Iwasaki, Ryo",Right,1,2,2,Fastball,FoulBallFieldable,,,135,1
38,2026/2/18,3,6,中村心,Left,"Iwasaki, Ryo",Right,1,2,2,Cutter,BallCalled,,,132,1
39,2026/2/18,3,7,中村心,Left,"Iwasaki, Ryo",Right,1,3,2,Cutter,InPlay,Out,FlyBall,129,1
40,2026/2/18,4,1,中村心,Left,"Kawajiri, Yuito",Right,2,0,0,Cutter,InPlay,Out,GroundBall,127,1
41,2026/2/18,1,1,中村心,Left,"Komuro, Souta",Right,0,0,0,Fastball,BallCalled,,,135,
42,2026/2/18,1,2,中村心,Left,"Komuro, Souta",Right,0,1,0,Cutter,StrikeCalled,,,129,
43,2026/2/18,1,3,中村心,Left,"Komuro, Souta",Right,0,1,1,Cutter,BallCalled,,,126,
44,2026/2/18,1,4,中村心,Left,"Komuro, Souta",Right,0,2,1,Cutter,BallCalled,,,129,
45,2026/2/18,1,5,中村心,Left,"Komuro, Souta",Right,0,3,1,Fastball,BallCalled,,,137,
46,2026/2/18,1,6,中村心,Left,"Komuro, Souta",Right,0,0,1,Cutter,InPlay,Single,GroundBall,131,
47,2026/2/18,2,1,中村心,Left,"Yuasa, Ousuke",Right,0,0,0,Fastball,StrikeCalled,,,133,1
48,2026/2/18,2,2,中村心,Left,"Yuasa, Ousuke",Right,0,0,1,Fastball,StrikeCalled,,,135,1
49,2026/2/18,2,3,中村心,Left,"Yuasa, Ousuke",Right,0,0,2,Fastball,FoulBallFieldable,,,139,1
50,2026/2/18,2,4,中村心,Left,"Yuasa, Ousuke",Right,0,0,2,ChangeUp,FoulBallFieldable,,,114,1
51,2026/2/18,2,5,中村心,Left,"Yuasa, Ousuke",Right,0,0,2,Fastball,StrikeCalled,Strikeout,,139,1
52,2026/2/18,3,1,中村心,Left,"Fukumoto, Seiya",Left,1,0,0,Cutter,InPlay,Out,GroundBall,133,1
53,2026/2/18,4,1,中村心,Left,"Hosotani, Shunsuke",Left,2,0,0,Fastball,BallCalled,,,133,1
54,2026/2/18,4,2,中村心,Left,"Hosotani, Shunsuke",Left,2,1,0,Fastball,InPlay,Single,FlyBall,132,1
55,2026/2/18,5,1,中村心,Left,"Sakaguchi, Yuta",Right,2,0,0,Fastball,StrikeCalled,,,136,1
56,2026/2/18,5,2,中村心,Left,"Sakaguchi, Yuta",Right,2,0,1,Fastball,FoulBallFieldable,,,,1
57,2026/2/18,5,3,中村心,Left,"Sakaguchi, Yuta",Right,2,0,2,Fastball,InPlay,Out,GroundBall,136,1
1,2026/2/18,1,1,山﨑,Right,"Nakamura, Shunei",Left,0,0,0,,BallCalled,,,124,
2,2026/2/18,1,2,山﨑,Right,"Nakamura, Shunei",Left,0,1,0,Fastball,BallCalled,,,140,
3,2026/2/18,1,3,山﨑,Right,"Nakamura, Shunei",Left,0,2,0,Fastball,StrikeCalled,,,141,
4,2026/2/18,1,4,山﨑,Right,"Nakamura, Shunei",Left,0,2,1,Fastball,StrikeSwinging,,,141,
5,2026/2/18,1,5,山﨑,Right,"Nakamura, Shunei",Left,0,2,2,Fastball,FoulBallFieldable,,,141,
6,2026/2/18,1,6,山﨑,Right,"Nakamura, Shunei",Left,0,2,2,Fastball,FoulBallFieldable,,,142,
7,2026/2/18,1,7,山﨑,Right,"Nakamura, Shunei",Left,0,2,2,,BallCalled,,,124,
8,2026/2/18,1,8,山﨑,Right,"Nakamura, Shunei",Left,0,3,2,Fastball,BallCalled,Undefined,,142,
9,2026/2/18,2,1,山﨑,Right,"Izakura, Yuto",Left,0,0,0,Fastball,BallCalled,,,140,1
10,2026/2/18,2,2,山﨑,Right,"Izakura, Yuto",Left,0,1,0,Fastball,FoulBallFieldable,,,140,1
11,2026/2/18,2,3,山﨑,Right,"Izakura, Yuto",Left,0,1,1,Fastball,InPlay,Sacrifice,,141,1
12,2026/2/18,3,1,山﨑,Right,"Yuasa, Ousuke",Right,1,0,0,Fastball,BallCalled,,,141,1
13,2026/2/18,3,2,山﨑,Right,"Yuasa, Ousuke",Right,1,1,0,Fastball,BallCalled,,,140,1
14,2026/2/18,3,3,山﨑,Right,"Yuasa, Ousuke",Right,1,2,0,Fastball,BallCalled,,,141,1
15,2026/2/18,3,4,山﨑,Right,"Yuasa, Ousuke",Right,1,3,0,Fastball,StrikeCalled,,,141,1
16,2026/2/18,3,5,山﨑,Right,"Yuasa, Ousuke",Right,1,3,1,Fastball,StrikeCalled,,,141,1
17,2026/2/18,3,6,山﨑,Right,"Yuasa, Ousuke",Right,1,3,2,Fastball,InPlay,Out,FlyBall,140,1
18,2026/2/18,4,1,山﨑,Right,"Fukumoto, Seiya",Left,2,0,0,Fastball,StrikeCalled,,,141,
19,2026/2/18,4,2,山﨑,Right,"Fukumoto, Seiya",Left,2,0,1,Fastball,BallCalled,,,138,
20,2026/2/18,4,3,山﨑,Right,"Fukumoto, Seiya",Left,2,1,1,Fastball,StrikeCalled,,,140,
21,2026/2/18,4,4,山﨑,Right,"Fukumoto, Seiya",Left,2,1,2,,BallCalled,,,121,
22,2026/2/18,4,5,山﨑,Right,"Fukumoto, Seiya",Left,2,2,2,Fastball,InPlay,Single,FlyBall,141,
23,2026/2/18,5,1,山﨑,Right,"Sato, Kanya",Left,2,0,0,Fastball,FoulBallFieldable,,,141,1
24,2026/2/18,5,2,山﨑,Right,"Sato, Kanya",Left,2,0,1,Fastball,BallCalled,,,140,1
25,2026/2/18,5,3,山﨑,Right,"Sato, Kanya",Left,2,1,1,Fastball,FoulBallFieldable,,,140,1
26,2026/2/18,5,4,山﨑,Right,"Sato, Kanya",Left,2,1,2,Fastball,StrikeCalled,Strikeout,,140,1
27,2026/2/18,1,1,山﨑,Right,"Okoshi, Rui",Right,0,0,0,Slider,BallCalled,,,118,
28,2026/2/18,1,2,山﨑,Right,"Okoshi, Rui",Right,0,1,0,Fastball,BallCalled,,,128,
29,2026/2/18,1,3,山﨑,Right,"Okoshi, Rui",Right,0,2,0,Fastball,BallCalled,,,139,
30,2026/2/18,1,4,山﨑,Right,"Okoshi, Rui",Right,0,3,0,Fastball,StrikeCalled,,,138,
31,2026/2/18,1,5,山﨑,Right,"Okoshi, Rui",Right,0,3,1,Fastball,BallCalled,Undefined,,135,
32,2026/2/18,2,1,山﨑,Right,"Sakaguchi, Yuta",Right,0,0,0,Fastball,StrikeCalled,,,138,1
33,2026/2/18,2,2,山﨑,Right,"Sakaguchi, Yuta",Right,0,0,1,Fastball,InPlay,Out,GroundBall,137,1
34,2026/2/18,3,1,山﨑,Right,"Iwasaki, Ryo",Right,1,0,0,Fastball,BallCalled,,,140,1
35,2026/2/18,3,2,山﨑,Right,"Iwasaki, Ryo",Right,1,1,0,Fastball,StrikeCalled,,,138,1
36,2026/2/18,3,3,山﨑,Right,"Iwasaki, Ryo",Right,1,1,1,Fastball,FoulBallFieldable,,,140,1
37,2026/2/18,3,4,山﨑,Right,"Iwasaki, Ryo",Right,1,1,2,Fastball,InPlay,Single,GroundBall,140,1
38,2026/2/18,4,1,山﨑,Right,"Kawajiri, Yuito",Right,2,0,0,Fastball,BallCalled,,,139,1
39,2026/2/18,1,2,山﨑,Right,"Kawajiri, Yuito",Right,0,1,0,Fastball,BallCalled,,,136,
40,2026/2/18,1,3,山﨑,Right,"Kawajiri, Yuito",Right,0,2,0,Fastball,BallCalled,,,139,
41,2026/2/18,1,4,山﨑,Right,"Kawajiri, Yuito",Right,0,3,0,Fastball,StrikeCalled,,,136,
42,2026/2/18,1,5,山﨑,Right,"Kawajiri, Yuito",Right,0,3,1,Fastball,BallCalled,Undefined,,,
43,2026/2/18,2,1,山﨑,Right,"Komuro, Souta",Right,0,0,0,Fastball,BallCalled,,,,1
44,2026/2/18,2,2,山﨑,Right,"Komuro, Souta",Right,0,1,0,Fastball,StrikeCalled,,,139,1
45,2026/2/18,2,3,山﨑,Right,"Komuro, Souta",Right,0,1,1,Fastball,InPlay,Out,GroundBall,139,1
46,2026/2/18,3,1,山﨑,Right,"Nakamura, Shunei",Left,1,0,0,Fastball,InPlay,Out,FlyBall,139,1
47,2026/2/18,4,1,山﨑,Right,"Izakura, Yuto",Left,2,0,0,Fastball,InPlay,Single,GroundBall,138,1
48,2026/2/18,5,1,山﨑,Right,"Okoshi, Rui",Right,2,0,0,Fastball,BallCalled,,,138,
49,2026/2/18,5,2,山﨑,Right,"Okoshi, Rui",Right,2,1,0,Fastball,BallCalled,,,137,
50,2026/2/18,5,3,山﨑,Right,"Okoshi, Rui",Right,2,2,0,Fastball,BallCalled,,,137,
51,2026/2/18,5,4,山﨑,Right,"Okoshi, Rui",Right,2,3,0,Fastball,StrikeCalled,,,137,
52,2026/2/18,5,5,山﨑,Right,"Okoshi, Rui",Right,2,3,1,Fastball,BallCalled,Undefined,,136,
53,2026/2/18,1,1,山﨑,Right,"Kawajiri, Yuito",Right,0,0,0,Fastball,FoulBallFieldable,,,139,1
54,2026/2/18,1,2,山﨑,Right,"Kawajiri, Yuito",Right,0,0,1,Fastball,BallCalled,,,140,
55,2026/2/18,1,3,山﨑,Right,"Kawajiri, Yuito",Right,0,1,1,Fastball,BallCalled,,,139,
56,2026/2/18,1,4,山﨑,Right,"Kawajiri, Yuito",Right,0,2,1,Fastball,FoulBallFieldable,,,138,
57,2026/2/18,1,5,山﨑,Right,"Kawajiri, Yuito",Right,0,2,2,Fastball,InPlay,Out,FlyBall,140,
58,2026/2/18,2,1,山﨑,Right,"Okoshi, Rui",Right,1,0,0,Fastball,BallCalled,,,135,
59,2026/2/18,2,2,山﨑,Right,"Okoshi, Rui",Right,1,1,0,Fastball,BallCalled,,,137,
60,2026/2/18,2,3,山﨑,Right,"Okoshi, Rui",Right,1,2,0,Fastball,BallCalled,,,136,
61,2026/2/18,2,4,山﨑,Right,"Okoshi, Rui",Right,1,3,0,Fastball,BallCalled,Undefined,,137,
62,2026/2/18,3,5,山﨑,Right,"Okoshi, Rui",Right,1,0,0,Fastball,InPlay,Single,GroundBall,137,1
